trial,epoch_trial,reaction_times,accuracy,p_optimal,reward_code,subj_id,lambda_val
295,3.0,0.28,False,0.65,2,787,30.0
296,4.0,0.301,False,0.65,2,787,30.0
297,5.0,0.33799999999999997,False,0.65,2,787,30.0
298,6.0,0.335,False,0.65,2,787,30.0
299,7.0,0.41500000000000004,True,0.65,2,787,30.0
300,8.0,0.28300000000000003,True,0.65,2,787,30.0
301,9.0,0.25,False,0.65,2,787,30.0
302,10.0,0.291,True,0.65,2,787,30.0
303,11.0,0.281,True,0.65,2,787,30.0
304,12.0,0.277,True,0.65,2,787,30.0
305,13.0,0.315,True,0.65,2,787,30.0
306,14.0,0.313,True,0.65,2,787,30.0
307,15.0,0.311,True,0.65,2,787,30.0
308,16.0,0.34099999999999997,True,0.65,2,787,30.0
309,17.0,0.347,True,0.65,2,787,30.0
310,18.0,0.327,True,0.65,2,787,30.0
311,19.0,0.297,True,0.65,2,787,30.0
312,20.0,0.28300000000000003,True,0.65,2,787,30.0
313,21.0,0.297,True,0.65,2,787,30.0
314,22.0,0.275,True,0.65,2,787,30.0
315,23.0,0.293,True,0.65,2,787,30.0
316,24.0,0.295,True,0.65,2,787,30.0
317,25.0,0.307,True,0.65,2,787,30.0
318,26.0,0.313,True,0.65,2,787,30.0
319,27.0,0.25,False,0.65,2,787,30.0
320,28.0,0.351,True,0.65,2,787,30.0
321,29.0,0.251,False,0.65,2,787,30.0
322,30.0,0.577,True,0.65,2,787,30.0
323,31.0,0.297,True,0.65,2,787,30.0
324,32.0,0.28500000000000003,True,0.65,2,787,30.0
325,33.0,0.303,True,0.65,2,787,30.0
326,34.0,0.333,True,0.65,2,787,30.0
327,35.0,0.273,True,0.65,2,787,30.0
328,36.0,0.275,True,0.65,2,787,30.0
329,0.0,0.279,False,0.65,2,787,30.0
330,1.0,0.305,False,0.65,2,787,30.0
331,2.0,0.297,False,0.65,2,787,30.0
332,3.0,0.45899999999999996,True,0.65,2,787,30.0
333,4.0,0.25,True,0.65,2,787,30.0
334,5.0,0.294,True,0.65,2,787,30.0
335,6.0,0.28300000000000003,True,0.65,2,787,30.0
336,7.0,0.25,True,0.65,2,787,30.0
337,8.0,0.27,True,0.65,2,787,30.0
338,9.0,0.25,True,0.65,2,787,30.0
339,10.0,0.28,True,0.65,2,787,30.0
340,11.0,0.301,True,0.65,2,787,30.0
341,12.0,0.289,True,0.65,2,787,30.0
342,13.0,0.266,True,0.65,2,787,30.0
343,14.0,0.299,True,0.65,2,787,30.0
344,15.0,0.25,True,0.65,2,787,30.0
345,16.0,0.25,True,0.65,2,787,30.0
346,17.0,0.28600000000000003,True,0.65,2,787,30.0
347,18.0,0.368,True,0.65,2,787,30.0
348,19.0,0.25,True,0.65,2,787,30.0
349,20.0,0.305,True,0.65,2,787,30.0
350,21.0,0.311,True,0.65,2,787,30.0
351,22.0,0.275,True,0.65,2,787,30.0
352,23.0,0.28300000000000003,True,0.65,2,787,30.0
353,24.0,0.269,True,0.65,2,787,30.0
354,25.0,0.267,True,0.65,2,787,30.0
355,26.0,0.25,True,0.65,2,787,30.0
356,27.0,0.302,True,0.65,2,787,30.0
357,28.0,0.279,True,0.65,2,787,30.0
358,29.0,0.337,False,0.65,2,787,30.0
359,0.0,0.317,True,0.65,2,787,30.0
360,1.0,0.25,False,0.65,2,787,30.0
361,2.0,0.333,True,0.65,2,787,30.0
362,3.0,0.289,True,0.65,2,787,30.0
363,4.0,0.25,False,0.65,2,787,30.0
364,5.0,0.319,True,0.65,2,787,30.0
365,6.0,0.289,False,0.65,2,787,30.0
366,7.0,0.305,False,0.65,2,787,30.0
367,8.0,0.319,False,0.65,2,787,30.0
368,9.0,0.335,False,0.65,2,787,30.0
369,10.0,0.28500000000000003,False,0.65,2,787,30.0
370,11.0,0.296,False,0.65,2,787,30.0
371,12.0,0.28400000000000003,False,0.65,2,787,30.0
372,13.0,0.25,False,0.65,2,787,30.0
373,14.0,0.28500000000000003,False,0.65,2,787,30.0
374,15.0,0.278,False,0.65,2,787,30.0
375,16.0,0.275,False,0.65,2,787,30.0
376,17.0,0.271,False,0.65,2,787,30.0
377,18.0,0.268,False,0.65,2,787,30.0
378,19.0,0.298,False,0.65,2,787,30.0
379,20.0,0.272,False,0.65,2,787,30.0
380,21.0,0.25,False,0.65,2,787,30.0
381,22.0,0.295,False,0.65,2,787,30.0
382,23.0,0.25,False,0.65,2,787,30.0
383,24.0,0.281,False,0.65,2,787,30.0
384,25.0,0.25,False,0.65,2,787,30.0
385,0.0,0.27,True,0.65,2,787,30.0
386,1.0,0.25,True,0.65,2,787,30.0
387,2.0,0.25,True,0.65,2,787,30.0
388,3.0,0.257,True,0.65,2,787,30.0
389,4.0,0.356,True,0.65,2,787,30.0
390,5.0,0.277,True,0.65,2,787,30.0
391,6.0,0.294,True,0.65,2,787,30.0
392,7.0,0.268,True,0.65,2,787,30.0
393,8.0,0.325,True,0.65,2,787,30.0
394,9.0,0.25,True,0.65,2,787,30.0
395,10.0,0.28300000000000003,True,0.65,2,787,30.0
396,11.0,0.273,True,0.65,2,787,30.0
397,12.0,0.25,True,0.65,2,787,30.0
398,13.0,0.293,False,0.65,2,787,30.0
399,14.0,0.327,False,0.65,2,787,30.0
0,0.0,0.34299999999999997,False,0.65,2,788,30.0
1,1.0,0.361,False,0.65,2,788,30.0
2,2.0,0.331,False,0.65,2,788,30.0
3,3.0,0.435,True,0.65,2,788,30.0
4,4.0,0.742,False,0.65,2,788,30.0
5,5.0,0.25,False,0.65,2,788,30.0
6,6.0,0.325,True,0.65,2,788,30.0
7,7.0,0.28400000000000003,False,0.65,2,788,30.0
8,8.0,0.25,False,0.65,2,788,30.0
9,9.0,0.27,False,0.65,2,788,30.0
10,10.0,0.269,False,0.65,2,788,30.0
11,11.0,0.319,False,0.65,2,788,30.0
12,12.0,0.289,True,0.65,2,788,30.0
13,13.0,0.291,True,0.65,2,788,30.0
14,14.0,0.25,False,0.65,2,788,30.0
15,15.0,0.25,False,0.65,2,788,30.0
16,16.0,0.25,False,0.65,2,788,30.0
17,17.0,0.25,False,0.65,2,788,30.0
18,18.0,0.40900000000000003,True,0.65,2,788,30.0
19,19.0,0.308,False,0.65,2,788,30.0
20,20.0,0.335,False,0.65,2,788,30.0
21,21.0,0.277,True,0.65,2,788,30.0
22,22.0,0.271,True,0.65,2,788,30.0
23,23.0,0.289,True,0.65,2,788,30.0
24,24.0,0.397,True,0.65,2,788,30.0
25,25.0,0.5489999999999999,True,0.65,2,788,30.0
26,26.0,0.359,True,0.65,2,788,30.0
27,27.0,0.333,True,0.65,2,788,30.0
28,28.0,0.313,True,0.65,2,788,30.0
29,0.0,0.337,False,0.65,2,788,30.0
30,1.0,0.40900000000000003,False,0.65,2,788,30.0
31,2.0,0.7150000000000001,True,0.65,2,788,30.0
32,3.0,0.323,True,0.65,2,788,30.0
33,4.0,0.375,True,0.65,2,788,30.0
34,5.0,0.25,True,0.65,2,788,30.0
35,6.0,0.291,True,0.65,2,788,30.0
36,7.0,0.272,True,0.65,2,788,30.0
37,8.0,0.25,True,0.65,2,788,30.0
38,9.0,0.325,True,0.65,2,788,30.0
39,10.0,0.311,True,0.65,2,788,30.0
40,11.0,0.28300000000000003,True,0.65,2,788,30.0
41,12.0,0.25,True,0.65,2,788,30.0
42,13.0,0.28300000000000003,True,0.65,2,788,30.0
43,14.0,0.28500000000000003,True,0.65,2,788,30.0
44,15.0,0.505,True,0.65,2,788,30.0
45,16.0,0.372,True,0.65,2,788,30.0
46,17.0,0.7270000000000001,True,0.65,2,788,30.0
47,18.0,0.288,True,0.65,2,788,30.0
48,19.0,0.25,True,0.65,2,788,30.0
49,20.0,0.28,True,0.65,2,788,30.0
50,21.0,0.304,True,0.65,2,788,30.0
51,22.0,0.25,True,0.65,2,788,30.0
52,23.0,0.273,True,0.65,2,788,30.0
53,24.0,0.25,True,0.65,2,788,30.0
54,25.0,0.28,True,0.65,2,788,30.0
55,26.0,0.315,True,0.65,2,788,30.0
56,27.0,0.513,False,0.65,2,788,30.0
57,28.0,0.315,False,0.65,2,788,30.0
58,29.0,0.25,True,0.65,2,788,30.0
59,30.0,0.28500000000000003,True,0.65,2,788,30.0
60,31.0,0.301,False,0.65,2,788,30.0
61,0.0,0.25,False,0.65,2,788,30.0
62,1.0,0.269,True,0.65,2,788,30.0
63,2.0,0.277,True,0.65,2,788,30.0
64,3.0,0.337,True,0.65,2,788,30.0
65,4.0,0.25,False,0.65,2,788,30.0
66,5.0,0.315,True,0.65,2,788,30.0
67,6.0,0.309,True,0.65,2,788,30.0
68,7.0,0.315,True,0.65,2,788,30.0
69,8.0,0.271,True,0.65,2,788,30.0
70,9.0,0.299,True,0.65,2,788,30.0
71,10.0,0.28300000000000003,True,0.65,2,788,30.0
72,11.0,0.25,False,0.65,2,788,30.0
73,12.0,0.281,True,0.65,2,788,30.0
74,13.0,0.28300000000000003,True,0.65,2,788,30.0
75,14.0,0.25,False,0.65,2,788,30.0
76,15.0,0.305,True,0.65,2,788,30.0
77,16.0,0.297,True,0.65,2,788,30.0
78,17.0,0.337,True,0.65,2,788,30.0
79,18.0,0.25,False,0.65,2,788,30.0
80,19.0,0.277,True,0.65,2,788,30.0
81,0.0,0.289,False,0.65,2,788,30.0
82,1.0,0.287,False,0.65,2,788,30.0
83,2.0,0.295,False,0.65,2,788,30.0
84,3.0,0.28300000000000003,False,0.65,2,788,30.0
85,4.0,0.289,False,0.65,2,788,30.0
86,5.0,0.289,False,0.65,2,788,30.0
87,6.0,0.271,False,0.65,2,788,30.0
88,7.0,0.399,False,0.65,2,788,30.0
89,8.0,0.25,True,0.65,2,788,30.0
90,9.0,0.279,True,0.65,2,788,30.0
91,10.0,0.34299999999999997,True,0.65,2,788,30.0
92,11.0,0.261,True,0.65,2,788,30.0
93,12.0,0.291,True,0.65,2,788,30.0
94,13.0,0.297,True,0.65,2,788,30.0
95,14.0,0.275,True,0.65,2,788,30.0
96,15.0,0.25,True,0.65,2,788,30.0
97,16.0,0.276,True,0.65,2,788,30.0
98,17.0,0.317,True,0.65,2,788,30.0
99,18.0,0.321,False,0.65,2,788,30.0
100,19.0,0.303,False,0.65,2,788,30.0
101,20.0,0.25,True,0.65,2,788,30.0
102,21.0,0.289,False,0.65,2,788,30.0
103,22.0,0.309,False,0.65,2,788,30.0
104,23.0,0.25,True,0.65,2,788,30.0
105,0.0,0.349,True,0.65,2,788,30.0
106,1.0,0.3,False,0.65,2,788,30.0
107,2.0,0.345,False,0.65,2,788,30.0
108,3.0,0.309,True,0.65,2,788,30.0
109,4.0,0.275,True,0.65,2,788,30.0
110,5.0,0.319,True,0.65,2,788,30.0
111,6.0,0.28300000000000003,True,0.65,2,788,30.0
112,7.0,0.289,True,0.65,2,788,30.0
113,8.0,0.367,True,0.65,2,788,30.0
114,9.0,0.335,True,0.65,2,788,30.0
115,10.0,0.25,False,0.65,2,788,30.0
116,11.0,0.351,True,0.65,2,788,30.0
117,12.0,0.287,True,0.65,2,788,30.0
118,13.0,0.25,False,0.65,2,788,30.0
119,14.0,0.277,True,0.65,2,788,30.0
120,15.0,0.275,True,0.65,2,788,30.0
121,16.0,0.291,True,0.65,2,788,30.0
122,17.0,0.281,True,0.65,2,788,30.0
123,18.0,0.25,False,0.65,2,788,30.0
124,19.0,0.25,False,0.65,2,788,30.0
125,20.0,0.301,True,0.65,2,788,30.0
126,21.0,0.25,False,0.65,2,788,30.0
127,22.0,0.297,False,0.65,2,788,30.0
128,23.0,0.395,True,0.65,2,788,30.0
129,24.0,0.25,False,0.65,2,788,30.0
130,25.0,0.321,True,0.65,2,788,30.0
131,26.0,0.25,False,0.65,2,788,30.0
132,27.0,0.349,True,0.65,2,788,30.0
133,28.0,0.281,True,0.65,2,788,30.0
134,0.0,0.277,False,0.65,2,788,30.0
135,1.0,0.28500000000000003,False,0.65,2,788,30.0
136,2.0,0.287,False,0.65,2,788,30.0
137,3.0,0.309,False,0.65,2,788,30.0
138,4.0,0.373,False,0.65,2,788,30.0
139,5.0,0.319,False,0.65,2,788,30.0
140,6.0,0.279,False,0.65,2,788,30.0
141,7.0,0.289,False,0.65,2,788,30.0
142,8.0,0.301,False,0.65,2,788,30.0
143,9.0,0.271,False,0.65,2,788,30.0
144,10.0,0.28300000000000003,False,0.65,2,788,30.0
145,11.0,0.28300000000000003,False,0.65,2,788,30.0
146,12.0,0.297,False,0.65,2,788,30.0
147,13.0,0.25,True,0.65,2,788,30.0
148,14.0,0.631,False,0.65,2,788,30.0
149,15.0,0.295,False,0.65,2,788,30.0
150,16.0,0.33899999999999997,False,0.65,2,788,30.0
151,17.0,0.25,True,0.65,2,788,30.0
152,18.0,0.469,False,0.65,2,788,30.0
153,19.0,0.25,True,0.65,2,788,30.0
154,20.0,0.331,False,0.65,2,788,30.0
155,21.0,0.349,False,0.65,2,788,30.0
156,22.0,0.307,False,0.65,2,788,30.0
157,23.0,0.403,True,0.65,2,788,30.0
158,0.0,0.331,False,0.65,2,788,30.0
159,1.0,0.308,False,0.65,2,788,30.0
160,2.0,0.271,False,0.65,2,788,30.0
161,3.0,0.311,False,0.65,2,788,30.0
162,4.0,0.289,False,0.65,2,788,30.0
163,5.0,0.273,False,0.65,2,788,30.0
164,6.0,0.319,False,0.65,2,788,30.0
165,7.0,0.28500000000000003,False,0.65,2,788,30.0
166,8.0,0.307,False,0.65,2,788,30.0
167,9.0,0.275,False,0.65,2,788,30.0
168,10.0,0.42200000000000004,False,0.65,2,788,30.0
169,11.0,0.514,False,0.65,2,788,30.0
170,12.0,0.315,True,0.65,2,788,30.0
171,13.0,0.25,False,0.65,2,788,30.0
172,14.0,0.291,True,0.65,2,788,30.0
173,15.0,0.297,True,0.65,2,788,30.0
174,16.0,0.295,True,0.65,2,788,30.0
175,17.0,0.25,False,0.65,2,788,30.0
176,18.0,0.319,True,0.65,2,788,30.0
177,19.0,0.25,False,0.65,2,788,30.0
178,20.0,0.273,True,0.65,2,788,30.0
179,21.0,0.307,True,0.65,2,788,30.0
180,22.0,0.28500000000000003,True,0.65,2,788,30.0
181,23.0,0.25,False,0.65,2,788,30.0
182,24.0,0.28500000000000003,True,0.65,2,788,30.0
183,25.0,0.293,True,0.65,2,788,30.0
184,26.0,0.25,False,0.65,2,788,30.0
185,27.0,0.321,True,0.65,2,788,30.0
186,28.0,0.25,False,0.65,2,788,30.0
187,29.0,0.315,True,0.65,2,788,30.0
188,0.0,0.28500000000000003,False,0.65,2,788,30.0
189,1.0,0.25,True,0.65,2,788,30.0
190,2.0,0.28500000000000003,False,0.65,2,788,30.0
191,3.0,0.525,True,0.65,2,788,30.0
192,4.0,0.329,False,0.65,2,788,30.0
193,5.0,0.287,False,0.65,2,788,30.0
194,6.0,0.28500000000000003,False,0.65,2,788,30.0
195,7.0,0.277,False,0.65,2,788,30.0
196,8.0,0.315,False,0.65,2,788,30.0
197,9.0,0.299,False,0.65,2,788,30.0
198,10.0,0.349,False,0.65,2,788,30.0
199,11.0,0.291,False,0.65,2,788,30.0
200,12.0,0.311,False,0.65,2,788,30.0
201,13.0,0.313,False,0.65,2,788,30.0
202,14.0,0.25,True,0.65,2,788,30.0
203,15.0,0.277,True,0.65,2,788,30.0
204,16.0,0.293,False,0.65,2,788,30.0
205,17.0,0.313,False,0.65,2,788,30.0
206,18.0,0.375,False,0.65,2,788,30.0
207,19.0,0.325,True,0.65,2,788,30.0
208,20.0,0.271,True,0.65,2,788,30.0
209,21.0,0.265,True,0.65,2,788,30.0
210,22.0,0.279,True,0.65,2,788,30.0
211,23.0,0.305,True,0.65,2,788,30.0
212,24.0,0.28400000000000003,True,0.65,2,788,30.0
213,25.0,0.277,True,0.65,2,788,30.0
214,26.0,0.273,True,0.65,2,788,30.0
215,27.0,0.289,True,0.65,2,788,30.0
216,28.0,0.373,True,0.65,2,788,30.0
217,29.0,0.328,True,0.65,2,788,30.0
218,30.0,0.369,False,0.65,2,788,30.0
219,31.0,0.305,False,0.65,2,788,30.0
220,32.0,0.313,False,0.65,2,788,30.0
221,0.0,0.25,False,0.65,2,788,30.0
222,1.0,0.275,True,0.65,2,788,30.0
223,2.0,0.279,True,0.65,2,788,30.0
224,3.0,0.279,True,0.65,2,788,30.0
225,4.0,0.307,True,0.65,2,788,30.0
226,5.0,0.367,True,0.65,2,788,30.0
227,6.0,0.273,True,0.65,2,788,30.0
228,7.0,0.311,True,0.65,2,788,30.0
229,8.0,0.319,True,0.65,2,788,30.0
230,9.0,0.303,True,0.65,2,788,30.0
231,10.0,0.25,False,0.65,2,788,30.0
232,11.0,0.28300000000000003,True,0.65,2,788,30.0
233,12.0,0.323,True,0.65,2,788,30.0
234,13.0,0.253,False,0.65,2,788,30.0
235,14.0,0.28500000000000003,True,0.65,2,788,30.0
236,15.0,0.321,True,0.65,2,788,30.0
237,16.0,0.299,True,0.65,2,788,30.0
238,17.0,0.289,True,0.65,2,788,30.0
239,18.0,0.42400000000000004,False,0.65,2,788,30.0
240,19.0,0.325,True,0.65,2,788,30.0
241,20.0,0.25,False,0.65,2,788,30.0
242,21.0,0.41700000000000004,True,0.65,2,788,30.0
243,22.0,0.28300000000000003,True,0.65,2,788,30.0
244,23.0,0.311,True,0.65,2,788,30.0
245,0.0,0.25,True,0.65,2,788,30.0
246,1.0,0.28500000000000003,False,0.65,2,788,30.0
247,2.0,0.299,False,0.65,2,788,30.0
248,3.0,0.321,False,0.65,2,788,30.0
249,4.0,0.273,True,0.65,2,788,30.0
250,5.0,0.25,True,0.65,2,788,30.0
251,6.0,0.279,True,0.65,2,788,30.0
252,7.0,0.273,True,0.65,2,788,30.0
253,8.0,0.25,True,0.65,2,788,30.0
254,9.0,0.275,True,0.65,2,788,30.0
255,10.0,0.25,True,0.65,2,788,30.0
256,11.0,0.308,True,0.65,2,788,30.0
257,12.0,0.276,True,0.65,2,788,30.0
258,13.0,0.273,True,0.65,2,788,30.0
259,14.0,0.289,True,0.65,2,788,30.0
260,15.0,0.272,True,0.65,2,788,30.0
261,16.0,0.25,True,0.65,2,788,30.0
262,17.0,0.28200000000000003,True,0.65,2,788,30.0
263,18.0,0.327,True,0.65,2,788,30.0
264,19.0,0.25,True,0.65,2,788,30.0
265,20.0,0.28300000000000003,False,0.65,2,788,30.0
266,21.0,0.271,False,0.65,2,788,30.0
267,22.0,0.317,False,0.65,2,788,30.0
268,23.0,0.301,False,0.65,2,788,30.0
269,24.0,0.25,True,0.65,2,788,30.0
270,25.0,0.25,True,0.65,2,788,30.0
271,26.0,0.25,True,0.65,2,788,30.0
272,27.0,0.303,True,0.65,2,788,30.0
273,28.0,0.315,True,0.65,2,788,30.0
274,29.0,0.25,True,0.65,2,788,30.0
275,30.0,0.25,True,0.65,2,788,30.0
276,31.0,0.25,True,0.65,2,788,30.0
277,0.0,0.276,False,0.65,2,788,30.0
278,1.0,0.29,False,0.65,2,788,30.0
279,2.0,0.277,False,0.65,2,788,30.0
280,3.0,0.619,True,0.65,2,788,30.0
281,4.0,0.293,True,0.65,2,788,30.0
282,5.0,0.277,True,0.65,2,788,30.0
283,6.0,0.307,True,0.65,2,788,30.0
284,7.0,0.299,True,0.65,2,788,30.0
285,8.0,0.25,False,0.65,2,788,30.0
286,9.0,0.301,True,0.65,2,788,30.0
287,10.0,0.25,False,0.65,2,788,30.0
288,11.0,0.349,True,0.65,2,788,30.0
289,12.0,0.355,True,0.65,2,788,30.0
290,13.0,0.831,False,0.65,2,788,30.0
291,14.0,0.322,False,0.65,2,788,30.0
292,15.0,0.25,False,0.65,2,788,30.0
293,16.0,0.251,False,0.65,2,788,30.0
294,17.0,0.303,False,0.65,2,788,30.0
295,18.0,0.25,False,0.65,2,788,30.0
296,19.0,0.317,True,0.65,2,788,30.0
297,20.0,0.7210000000000001,False,0.65,2,788,30.0
298,21.0,0.25,False,0.65,2,788,30.0
299,22.0,0.323,True,0.65,2,788,30.0
300,23.0,0.319,False,0.65,2,788,30.0
301,0.0,0.274,True,0.65,2,788,30.0
302,1.0,0.25,True,0.65,2,788,30.0
303,2.0,0.275,True,0.65,2,788,30.0
304,3.0,0.296,True,0.65,2,788,30.0
305,4.0,0.266,True,0.65,2,788,30.0
306,5.0,0.277,True,0.65,2,788,30.0
307,6.0,0.271,True,0.65,2,788,30.0
308,7.0,0.29,True,0.65,2,788,30.0
309,8.0,0.287,True,0.65,2,788,30.0
310,9.0,0.294,True,0.65,2,788,30.0
311,10.0,0.25,True,0.65,2,788,30.0
312,11.0,0.265,True,0.65,2,788,30.0
313,12.0,0.263,True,0.65,2,788,30.0
314,13.0,0.319,True,0.65,2,788,30.0
315,14.0,0.289,True,0.65,2,788,30.0
316,15.0,0.25,True,0.65,2,788,30.0
317,16.0,0.31,True,0.65,2,788,30.0
318,17.0,0.26,True,0.65,2,788,30.0
319,18.0,0.289,True,0.65,2,788,30.0
320,19.0,0.275,True,0.65,2,788,30.0
321,20.0,0.25,True,0.65,2,788,30.0
322,21.0,0.28300000000000003,True,0.65,2,788,30.0
323,22.0,0.293,True,0.65,2,788,30.0
324,23.0,0.25,True,0.65,2,788,30.0
325,24.0,0.27,True,0.65,2,788,30.0
326,25.0,0.287,True,0.65,2,788,30.0
327,26.0,0.312,True,0.65,2,788,30.0
328,0.0,0.289,False,0.65,2,788,30.0
329,1.0,0.273,False,0.65,2,788,30.0
330,2.0,0.265,False,0.65,2,788,30.0
331,3.0,0.38,False,0.65,2,788,30.0
332,4.0,0.296,False,0.65,2,788,30.0
333,5.0,0.27,False,0.65,2,788,30.0
334,6.0,0.296,False,0.65,2,788,30.0
335,7.0,0.405,False,0.65,2,788,30.0
336,8.0,0.313,False,0.65,2,788,30.0
337,9.0,0.307,True,0.65,2,788,30.0
338,10.0,0.315,True,0.65,2,788,30.0
339,11.0,0.295,True,0.65,2,788,30.0
340,12.0,0.25,False,0.65,2,788,30.0
341,13.0,0.271,True,0.65,2,788,30.0
342,14.0,0.309,True,0.65,2,788,30.0
343,15.0,0.315,True,0.65,2,788,30.0
344,16.0,0.281,True,0.65,2,788,30.0
345,17.0,0.307,True,0.65,2,788,30.0
346,18.0,0.281,True,0.65,2,788,30.0
347,19.0,0.279,True,0.65,2,788,30.0
348,20.0,0.275,True,0.65,2,788,30.0
349,21.0,0.289,True,0.65,2,788,30.0
350,22.0,0.25,False,0.65,2,788,30.0
351,23.0,0.303,True,0.65,2,788,30.0
352,24.0,0.293,True,0.65,2,788,30.0
353,0.0,0.28500000000000003,False,0.65,2,788,30.0
354,1.0,0.253,True,0.65,2,788,30.0
355,2.0,0.279,False,0.65,2,788,30.0
356,3.0,0.287,False,0.65,2,788,30.0
357,4.0,0.331,False,0.65,2,788,30.0
358,5.0,0.275,False,0.65,2,788,30.0
359,6.0,0.293,False,0.65,2,788,30.0
360,7.0,0.28500000000000003,False,0.65,2,788,30.0
361,8.0,0.279,True,0.65,2,788,30.0
362,9.0,0.377,False,0.65,2,788,30.0
363,10.0,0.331,False,0.65,2,788,30.0
364,11.0,0.281,True,0.65,2,788,30.0
365,12.0,0.289,True,0.65,2,788,30.0
366,13.0,0.353,True,0.65,2,788,30.0
367,14.0,0.42300000000000004,False,0.65,2,788,30.0
368,15.0,0.295,False,0.65,2,788,30.0
369,16.0,0.41500000000000004,False,0.65,2,788,30.0
370,17.0,0.301,True,0.65,2,788,30.0
371,18.0,0.25,True,0.65,2,788,30.0
372,19.0,0.291,True,0.65,2,788,30.0
373,20.0,0.258,True,0.65,2,788,30.0
374,21.0,0.278,True,0.65,2,788,30.0
375,22.0,0.275,True,0.65,2,788,30.0
376,23.0,0.273,True,0.65,2,788,30.0
377,24.0,0.28300000000000003,True,0.65,2,788,30.0
378,25.0,0.25,True,0.65,2,788,30.0
379,26.0,0.305,False,0.65,2,788,30.0
380,27.0,0.427,False,0.65,2,788,30.0
381,28.0,0.301,True,0.65,2,788,30.0
382,29.0,0.25,True,0.65,2,788,30.0
383,30.0,0.28200000000000003,True,0.65,2,788,30.0
384,31.0,0.28200000000000003,True,0.65,2,788,30.0
385,32.0,0.313,False,0.65,2,788,30.0
386,33.0,0.279,False,0.65,2,788,30.0
387,34.0,0.25,True,0.65,2,788,30.0
388,35.0,0.303,False,0.65,2,788,30.0
389,36.0,0.303,False,0.65,2,788,30.0
390,37.0,0.266,True,0.65,2,788,30.0
391,38.0,0.25,True,0.65,2,788,30.0
392,39.0,0.317,False,0.65,2,788,30.0
393,40.0,0.281,True,0.65,2,788,30.0
394,41.0,0.25,True,0.65,2,788,30.0
395,42.0,0.28400000000000003,True,0.65,2,788,30.0
396,43.0,0.28500000000000003,True,0.65,2,788,30.0
397,44.0,0.25,True,0.65,2,788,30.0
398,45.0,0.25,True,0.65,2,788,30.0
399,46.0,0.317,True,0.65,2,788,30.0
0,0.0,0.34299999999999997,False,0.65,2,789,30.0
1,1.0,0.361,False,0.65,2,789,30.0
2,2.0,0.331,False,0.65,2,789,30.0
3,3.0,0.435,True,0.65,2,789,30.0
4,4.0,0.742,False,0.65,2,789,30.0
5,5.0,0.783,True,0.65,2,789,30.0
6,6.0,0.25,False,0.65,2,789,30.0
7,7.0,0.29,False,0.65,2,789,30.0
8,8.0,0.295,True,0.65,2,789,30.0
9,9.0,0.25,False,0.65,2,789,30.0
10,10.0,0.303,True,0.65,2,789,30.0
11,11.0,0.25,False,0.65,2,789,30.0
12,12.0,0.329,False,0.65,2,789,30.0
13,13.0,0.437,True,0.65,2,789,30.0
14,14.0,0.287,True,0.65,2,789,30.0
15,15.0,0.315,True,0.65,2,789,30.0
16,16.0,0.28500000000000003,True,0.65,2,789,30.0
17,17.0,0.333,True,0.65,2,789,30.0
18,18.0,0.25,False,0.65,2,789,30.0
19,19.0,0.289,True,0.65,2,789,30.0
20,20.0,0.275,True,0.65,2,789,30.0
21,21.0,0.277,True,0.65,2,789,30.0
22,22.0,0.271,True,0.65,2,789,30.0
23,23.0,0.315,True,0.65,2,789,30.0
24,24.0,0.307,False,0.65,2,789,30.0
25,25.0,0.297,True,0.65,2,789,30.0
26,26.0,0.25,False,0.65,2,789,30.0
27,27.0,0.321,True,0.65,2,789,30.0
28,28.0,0.333,True,0.65,2,789,30.0
29,0.0,0.34299999999999997,False,0.65,2,789,30.0
30,1.0,0.25,True,0.65,2,789,30.0
31,2.0,0.46699999999999997,True,0.65,2,789,30.0
32,3.0,0.25,True,0.65,2,789,30.0
33,4.0,0.319,False,0.65,2,789,30.0
34,5.0,0.315,True,0.65,2,789,30.0
35,6.0,0.295,True,0.65,2,789,30.0
36,7.0,0.275,True,0.65,2,789,30.0
37,8.0,0.262,True,0.65,2,789,30.0
38,9.0,0.34099999999999997,True,0.65,2,789,30.0
39,10.0,0.3,True,0.65,2,789,30.0
40,11.0,0.28,True,0.65,2,789,30.0
41,12.0,0.311,True,0.65,2,789,30.0
42,13.0,0.28500000000000003,True,0.65,2,789,30.0
43,14.0,0.493,True,0.65,2,789,30.0
44,15.0,0.25,True,0.65,2,789,30.0
45,16.0,0.277,False,0.65,2,789,30.0
46,17.0,0.297,False,0.65,2,789,30.0
47,18.0,0.34299999999999997,True,0.65,2,789,30.0
48,19.0,0.272,True,0.65,2,789,30.0
49,20.0,0.25,True,0.65,2,789,30.0
50,21.0,0.365,True,0.65,2,789,30.0
51,0.0,0.275,False,0.65,2,789,30.0
52,1.0,0.257,False,0.65,2,789,30.0
53,2.0,0.274,False,0.65,2,789,30.0
54,3.0,0.28300000000000003,False,0.65,2,789,30.0
55,4.0,0.315,False,0.65,2,789,30.0
56,5.0,0.25,False,0.65,2,789,30.0
57,6.0,,True,0.65,2,789,30.0
58,7.0,0.293,False,0.65,2,789,30.0
59,8.0,0.277,False,0.65,2,789,30.0
60,9.0,0.309,False,0.65,2,789,30.0
61,10.0,0.276,False,0.65,2,789,30.0
