trial,epoch_trial,a,v,tr,z,p_optimal,reward_code,subj_id,accuracy,lambda_val,acc_coded_v
61,2.0,-0.06914246346186845,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
62,3.0,0.07344622868242764,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
63,4.0,-0.18880066333878634,0.44888454195352523,0.25,0.05,0.65,0,789,True,10.0,0.44888454195352523
64,5.0,-0.1732025167118673,-0.7192260809305719,0.25,0.05,0.65,0,789,True,10.0,0.7192260809305719
65,6.0,-0.09726565838776796,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
66,7.0,-0.04306667609235962,-0.3125594931913045,0.25,0.05,0.65,0,789,True,10.0,0.3125594931913045
67,8.0,-0.08234302954132416,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
68,9.0,-0.08002960135054987,0.23492255434603937,0.25,0.05,0.65,0,789,True,10.0,0.23492255434603937
69,0.0,0.01728313990984441,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
70,1.0,0.018806896852567354,0.11931457242524734,0.25,0.05,0.65,0,789,False,10.0,-0.11931457242524734
71,2.0,0.07782853872481102,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
72,3.0,0.06519525712853717,0.4498442050807945,0.25,0.05,0.65,0,789,False,10.0,-0.4498442050807945
73,4.0,0.08202215189913509,0.27286490842949784,0.25,0.05,0.65,0,789,False,10.0,-0.27286490842949784
74,5.0,0.049195191221240143,0.739751398692827,0.25,0.05,0.65,0,789,False,10.0,-0.739751398692827
75,6.0,0.08133514482630826,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
76,0.0,0.0719787527940143,0.6109992554548191,0.25,0.05,0.65,0,789,True,10.0,0.6109992554548191
77,1.0,0.07920537447701408,0.3550015205669901,0.25,0.05,0.65,0,789,True,10.0,0.3550015205669901
78,2.0,0.0818038729195494,-0.3587408274503967,0.25,0.05,0.65,0,789,False,10.0,0.3587408274503967
79,3.0,0.0833609501027716,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
80,4.0,0.061577401788886,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
81,5.0,0.08095152586384728,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
82,6.0,0.07513628010235833,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
83,7.0,0.08005032409789849,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
84,8.0,0.08208895301846604,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
85,9.0,0.08302923898664524,-0.9741566699953284,0.25,0.05,0.65,0,789,False,10.0,0.9741566699953284
86,10.0,0.08351320067970966,-0.7434171541277488,0.25,0.05,0.65,0,789,False,10.0,0.7434171541277488
87,11.0,-0.18566097601259848,-0.3651189422672908,0.25,0.05,0.65,0,789,True,10.0,0.3651189422672908
88,0.0,0.07826541556421826,0.1261428569541181,0.25,0.05,0.65,0,789,False,10.0,-0.1261428569541181
89,1.0,0.0634984387532862,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
90,2.0,0.07870202685803245,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
91,3.0,-0.09549897472495383,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
92,4.0,0.06939133194101228,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
93,5.0,0.07762083796917302,-0.4731929423943906,0.25,0.05,0.65,0,789,True,10.0,0.4731929423943906
94,6.0,0.08159354097518019,-0.9080499184419327,0.25,0.05,0.65,0,789,True,10.0,0.9080499184419327
95,7.0,0.06401364071897997,-0.8766674694493497,0.25,0.05,0.65,0,789,True,10.0,0.8766674694493497
96,8.0,0.07848637917894508,-0.6172481141325609,0.25,0.05,0.65,0,789,True,10.0,0.6172481141325609
97,9.0,-0.1930133061052348,-0.7861886918370031,0.25,0.05,0.65,0,789,False,10.0,0.7861886918370031
98,10.0,0.06724829950037006,-0.5820904089720703,0.25,0.05,0.65,0,789,True,10.0,0.5820904089720703
99,11.0,0.05503071026654415,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
100,0.0,-0.11910701673638882,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
101,1.0,0.07546145536924197,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
102,2.0,-0.07111780042596719,-0.2824187424964846,0.25,0.05,0.65,0,789,True,10.0,0.2824187424964846
103,3.0,0.06557125566436575,0.7744458216424412,0.25,0.05,0.65,0,789,True,10.0,0.7744458216424412
104,4.0,0.08127251544498752,-0.6446086631680665,0.25,0.05,0.65,0,789,False,10.0,0.6446086631680665
105,5.0,0.06422753857519214,-0.8518231202904776,0.25,0.05,0.65,0,789,False,10.0,0.8518231202904776
106,6.0,0.08069656256472783,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
107,7.0,0.08320867159155354,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
108,8.0,-0.16085650716046382,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
109,9.0,0.07535579266138051,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
110,10.0,0.08071310665299775,0.2532698478379083,0.25,0.05,0.65,0,789,True,10.0,0.2532698478379083
111,11.0,0.07663916126604663,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
112,12.0,0.00892905465557646,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
113,13.0,0.063785404619286,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
114,14.0,0.03896421875491357,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
115,0.0,-0.0903291105679466,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
116,1.0,0.07296245623883132,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
117,2.0,-0.05787654168826881,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
118,3.0,0.074408407063983,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
119,4.0,0.08131909711651905,0.46331173477078647,0.25,0.05,0.65,0,789,False,10.0,-0.46331173477078647
120,5.0,0.08282224607005487,-0.643793711609594,0.25,0.05,0.65,0,789,True,10.0,0.643793711609594
121,6.0,0.06685196050630551,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
122,7.0,0.07721360095256505,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
123,8.0,0.08104705240886143,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
124,9.0,-0.13929011358011456,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
125,10.0,0.06948478480527431,-0.9712230415438312,0.25,0.05,0.65,0,789,True,10.0,0.9712230415438312
126,0.0,0.08153244086773466,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
127,1.0,-0.08904434004693068,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
128,2.0,0.07145428559201789,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
129,3.0,0.07746064102651568,-0.6748206312315501,0.25,0.05,0.65,0,789,False,10.0,0.6748206312315501
130,4.0,0.08153169984158268,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
131,5.0,0.08285010980798699,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
132,6.0,-0.1817674484219777,-0.7901669789594488,0.25,0.05,0.65,0,789,True,10.0,0.7901669789594488
133,7.0,0.06863378992894655,-0.4304476205157899,0.25,0.05,0.65,0,789,False,10.0,0.4304476205157899
134,0.0,-0.1300949810965012,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
135,1.0,0.04451973943130184,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
136,2.0,0.06458694447976498,-0.22548390318072453,0.25,0.05,0.65,0,789,True,10.0,0.22548390318072453
137,3.0,-0.12404799246422321,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
138,4.0,0.05418405413548069,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
139,5.0,0.0791497624947434,-0.6639604331917921,0.25,0.05,0.65,0,789,True,10.0,0.6639604331917921
140,6.0,0.07966945807843032,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
141,7.0,0.0831327111156216,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
142,8.0,0.0527017813962902,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
143,9.0,0.04642163037702963,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
144,10.0,0.06141402561774956,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
145,11.0,0.08197858846785576,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
146,0.0,0.07573771814809063,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
147,1.0,-0.12716350680961913,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
148,2.0,0.06612460365154949,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
149,3.0,0.07897860693193468,-0.05709202099473165,0.25,0.05,0.65,0,789,False,10.0,0.05709202099473165
150,4.0,0.08203459962464735,-0.27089375882959943,0.25,0.05,0.65,0,789,True,10.0,0.27089375882959943
151,5.0,0.07169499361167361,-0.09853401895748648,0.25,0.05,0.65,0,789,True,10.0,0.09853401895748648
152,6.0,0.07620417874424318,0.26440705109681406,0.25,0.05,0.65,0,789,True,10.0,0.26440705109681406
153,7.0,0.06431047100560167,0.9291487145804587,0.25,0.05,0.65,0,789,True,10.0,0.9291487145804587
154,8.0,0.07506792681502834,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
155,9.0,0.039279804561523905,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
156,10.0,0.0770717748712189,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
157,11.0,0.07702149416802802,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
158,12.0,-0.12243117120339198,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
159,13.0,0.011643465224166663,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
160,14.0,0.044015332048561236,0.25560513281102293,0.25,0.05,0.65,0,789,True,10.0,0.25560513281102293
161,15.0,0.06934537397985441,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
162,16.0,0.07150197910296494,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
163,17.0,0.07573603808191792,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
164,0.0,-0.15797234754190034,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
165,1.0,0.07668365582897467,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
166,2.0,0.023382767725531717,-0.13225782916269813,0.25,0.05,0.65,0,789,False,10.0,0.13225782916269813
167,3.0,0.06846644696126912,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
168,4.0,0.06602897053188109,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
169,5.0,0.07831706361995755,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
170,6.0,0.07693654697678967,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
171,7.0,0.018270145373810512,-0.6994165479339296,0.25,0.05,0.65,0,789,False,10.0,0.6994165479339296
172,0.0,0.07454382399607871,-0.6827342864261053,0.25,0.05,0.65,0,789,False,10.0,0.6827342864261053
173,1.0,0.07251771486540697,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
174,2.0,0.010825886529656437,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
175,3.0,0.07630532551803135,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
176,4.0,0.07342748796170387,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
177,5.0,0.08009337297434001,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
178,6.0,0.08222210927860207,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
179,7.0,0.08312143291319732,-0.8912672996776879,0.25,0.05,0.65,0,789,False,10.0,0.8912672996776879
180,8.0,0.08357035156342732,-0.5886658381333338,0.25,0.05,0.65,0,789,False,10.0,0.5886658381333338
181,9.0,0.06612785530162948,-0.15054638943187104,0.25,0.05,0.65,0,789,False,10.0,0.15054638943187104
182,0.0,0.01899445105834824,0.3905863098915465,0.25,0.05,0.65,0,789,False,10.0,-0.3905863098915465
183,1.0,0.07521197530041039,0.5913521332517089,0.25,0.05,0.65,0,789,False,10.0,-0.5913521332517089
184,2.0,0.06821302766474406,-0.13060720290477146,0.25,0.05,0.65,0,789,True,10.0,0.13060720290477146
185,3.0,0.0777979672234492,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
186,4.0,0.04027324847856374,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
187,5.0,0.07322396762387821,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
188,6.0,0.010182728995577942,-0.9734125789873866,0.25,0.05,0.65,0,789,False,10.0,0.9734125789873866
189,7.0,0.07603558728646773,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
190,8.0,0.01534553811465357,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
191,9.0,0.07529294934800121,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
192,10.0,0.07412884284349858,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
193,11.0,0.01739701876846894,-0.9027738277622752,0.25,0.05,0.65,0,789,False,10.0,0.9027738277622752
194,0.0,0.07035376889883967,-0.3128386204765481,0.25,0.05,0.65,0,789,False,10.0,0.3128386204765481
195,1.0,0.05563379022736842,-0.816517050056552,0.25,0.05,0.65,0,789,False,10.0,0.816517050056552
196,2.0,0.07651890689994267,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
197,3.0,0.08114704445566642,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
198,4.0,0.08267076764065447,-0.7575924128645288,0.25,0.05,0.65,0,789,False,10.0,0.7575924128645288
199,5.0,0.004566589520395389,-0.2757440626065686,0.25,0.05,0.65,0,789,True,10.0,0.2757440626065686
200,6.0,0.06466419625567948,0.3532838075843754,0.25,0.05,0.65,0,789,True,10.0,0.3532838075843754
201,7.0,0.07240812543526465,0.05472282905621628,0.25,0.05,0.65,0,789,False,10.0,-0.05472282905621628
202,8.0,0.06842548030531959,0.6925604303219306,0.25,0.05,0.65,0,789,True,10.0,0.6925604303219306
203,9.0,0.08167492293772684,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
204,10.0,0.07790317808732847,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
205,0.0,0.07905563373475061,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
206,1.0,-0.0650395851448784,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
207,2.0,0.07300962948220656,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
208,3.0,-0.14899241382672723,0.7025264704844458,0.25,0.05,0.65,0,789,False,10.0,-0.7025264704844458
209,4.0,-0.06179657568971081,-0.26409554283886316,0.25,0.05,0.65,0,789,False,10.0,0.26409554283886316
210,5.0,0.07675423096077996,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
211,6.0,0.08169260824661141,0.17435838687798988,0.25,0.05,0.65,0,789,False,10.0,-0.17435838687798988
212,7.0,0.0829603264939304,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
213,8.0,-0.009096085888505426,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
214,9.0,0.03478183986916164,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
215,10.0,0.05754585170685143,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
216,11.0,0.07110323947350028,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
217,12.0,0.08063591155644942,-0.16122011793411595,0.25,0.05,0.65,0,789,True,10.0,0.16122011793411595
218,13.0,-0.10587542546096093,-0.0699786769954498,0.25,0.05,0.65,0,789,False,10.0,0.0699786769954498
219,14.0,0.05758711255017291,-0.30003098421144836,0.25,0.05,0.65,0,789,False,10.0,0.30003098421144836
220,15.0,0.0795488815478263,0.9348637514103257,0.25,0.05,0.65,0,789,False,10.0,-0.9348637514103257
221,0.0,0.08223893086503044,0.6869369398156945,0.25,0.05,0.65,0,789,True,10.0,0.6869369398156945
222,1.0,-0.15504809091588093,0.1210806761053006,0.25,0.05,0.65,0,789,True,10.0,0.1210806761053006
223,2.0,0.07659283388538976,-0.5932417634446584,0.25,0.05,0.65,0,789,False,10.0,0.5932417634446584
224,3.0,0.0682337838842314,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
225,4.0,0.08182604257507084,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
226,5.0,-0.11104010067524422,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
227,6.0,0.07459519449676791,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
228,0.0,0.08140527999890752,0.38922823978321075,0.25,0.05,0.65,0,789,False,10.0,-0.38922823978321075
229,1.0,-0.19773842951676632,-0.7064151416822335,0.25,0.05,0.65,0,789,False,10.0,0.7064151416822335
230,2.0,-0.1850566677088142,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
231,3.0,0.05851648098889573,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
232,4.0,0.07191398980307569,-0.38443841629138675,0.25,0.05,0.65,0,789,True,10.0,0.38443841629138675
233,5.0,0.08251788718916493,-0.6376388205923356,0.25,0.05,0.65,0,789,True,10.0,0.6376388205923356
234,6.0,-0.0768763261783926,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
235,7.0,0.07081467544873055,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
236,0.0,0.08150148419309117,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
237,1.0,-0.1234834903132625,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
238,2.0,0.07017245368224562,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
239,3.0,0.07908113497267596,-0.35951352839340234,0.25,0.05,0.65,0,789,False,10.0,0.35951352839340234
240,4.0,0.08205521984582548,-0.6505072740201664,0.25,0.05,0.65,0,789,False,10.0,0.6505072740201664
241,5.0,-0.06707532645935685,-0.5557511637237655,0.25,0.05,0.65,0,789,True,10.0,0.5557511637237655
242,0.0,0.07203027322274119,-0.2660216284662541,0.25,0.05,0.65,0,789,True,10.0,0.2660216284662541
243,1.0,0.04036091868600426,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
244,2.0,0.079474754475049,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
245,3.0,-0.10776046220401642,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
246,4.0,0.07129736127824465,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
247,5.0,-0.10338924110550585,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
248,6.0,0.06438819471918547,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
249,7.0,0.07957696962875413,-0.5186439106159189,0.25,0.05,0.65,0,789,True,10.0,0.5186439106159189
250,8.0,-0.032899860754682125,0.9601068497880223,0.25,0.05,0.65,0,789,False,10.0,-0.9601068497880223
251,9.0,0.0584096863504715,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
252,10.0,-0.10019279424896743,0.1509672665009827,0.25,0.05,0.65,0,789,False,10.0,-0.1509672665009827
253,11.0,-0.02588875827362802,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
254,0.0,0.07029281958665645,0.5664206655096282,0.25,0.05,0.65,0,789,True,10.0,0.5664206655096282
255,1.0,0.06577851474927238,-0.3998073857083819,0.25,0.05,0.65,0,789,False,10.0,0.3998073857083819
256,2.0,0.060239487053067045,-0.5764490532327728,0.25,0.05,0.65,0,789,False,10.0,0.5764490532327728
257,3.0,0.07697908089953967,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
258,4.0,-0.08654151431130089,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
259,5.0,0.06943977834583842,-0.5910502515084333,0.25,0.05,0.65,0,789,False,10.0,0.5910502515084333
260,6.0,-0.006138604320505489,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
261,7.0,-0.05336435934834266,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
262,8.0,0.0784398190713215,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
263,9.0,0.04465652499534251,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
264,10.0,0.05984543386412972,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
265,0.0,-0.16805756284251958,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
266,1.0,0.07763586055720081,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
267,2.0,0.07153829701079234,-0.31005969725430105,0.25,0.05,0.65,0,789,False,10.0,0.31005969725430105
268,3.0,0.020871238253254085,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
269,4.0,0.0577587566439243,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
270,5.0,0.06265454710077624,-0.7151392373261398,0.25,0.05,0.65,0,789,True,10.0,0.7151392373261398
271,6.0,0.08209079016640405,0.6026800371939647,0.25,0.05,0.65,0,789,False,10.0,-0.6026800371939647
272,7.0,-0.021404588766581537,0.9828499618950901,0.25,0.05,0.65,0,789,False,10.0,-0.9828499618950901
273,8.0,0.07259897130599738,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
274,0.0,0.05356953127712502,0.16598143818431987,0.25,0.05,0.65,0,789,True,10.0,0.16598143818431987
275,1.0,0.07052692510083952,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
276,2.0,0.05388444023954715,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
277,3.0,0.07582353685404428,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
278,4.0,0.08093480939627848,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
279,5.0,0.08258200325886288,-0.6803521439180269,0.25,0.05,0.65,0,789,True,10.0,0.6803521439180269
280,6.0,0.08150836938520035,-0.11597330114803639,0.25,0.05,0.65,0,789,False,10.0,0.11597330114803639
281,7.0,0.017114324463934974,0.5957709620746531,0.25,0.05,0.65,0,789,True,10.0,0.5957709620746531
282,8.0,0.0704847091891953,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
283,9.0,0.07760072938964924,0.9224658120088531,0.25,0.05,0.65,0,789,True,10.0,0.9224658120088531
284,10.0,0.014737564230179745,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
285,11.0,0.0785008979304384,1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
286,0.0,0.06683312649304407,0.7708942184402794,0.25,0.05,0.65,0,789,False,10.0,-0.7708942184402794
287,1.0,0.07833254239167815,0.8357444482672054,0.25,0.05,0.65,0,789,False,10.0,-0.8357444482672054
288,2.0,0.0666728905100318,0.26714157559835905,0.25,0.05,0.65,0,789,False,10.0,-0.26714157559835905
289,3.0,-0.004801770929240529,-0.6326533231781599,0.25,0.05,0.65,0,789,False,10.0,0.6326533231781599
290,4.0,0.03239562884752133,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
291,5.0,0.07692919300832787,0.009757654266896898,0.25,0.05,0.65,0,789,False,10.0,-0.009757654266896898
292,6.0,0.08153528317469055,-0.5972626304432869,0.25,0.05,0.65,0,789,True,10.0,0.5972626304432869
293,7.0,0.0658929852489451,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
294,8.0,-0.14766662850032997,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
295,9.0,0.07583530911478073,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
296,10.0,0.06140493263864725,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
297,11.0,-0.06902864163247102,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
298,12.0,0.06556200231759579,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
299,13.0,0.06700243626612738,-0.28532593288769603,0.25,0.05,0.65,0,789,True,10.0,0.28532593288769603
300,0.0,0.061611000124369285,-0.6896582403922638,0.25,0.05,0.65,0,789,False,10.0,0.6896582403922638
301,1.0,-0.022221767557600663,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
302,2.0,0.0733896341736418,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
303,3.0,0.08061309427307141,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
304,4.0,-0.033528914466699894,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
305,5.0,0.07411565232096812,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
306,6.0,0.07457768725968075,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
307,7.0,0.08060522369411549,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
308,8.0,0.08245337185991565,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
309,9.0,0.08323916389093831,-0.878304555435533,0.25,0.05,0.65,0,789,False,10.0,0.878304555435533
310,0.0,0.08363539758453492,-0.5766766298067222,0.25,0.05,0.65,0,789,True,10.0,0.5766766298067222
311,1.0,0.08385503862420363,-0.14776856147264744,0.25,0.05,0.65,0,789,True,10.0,0.14776856147264744
312,2.0,0.08398376653688158,0.3792423191555873,0.25,0.05,0.65,0,789,False,10.0,-0.3792423191555873
313,3.0,-0.023746038353453583,0.9861247590647444,0.25,0.05,0.65,0,789,False,10.0,-0.9861247590647444
314,4.0,0.05258282543683702,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
315,5.0,0.039639022305794455,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
316,6.0,0.05898615510086593,0.8996981598787848,0.25,0.05,0.65,0,789,False,10.0,-0.8996981598787848
317,7.0,-0.022240891747235383,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
318,8.0,0.041085087302336946,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
319,9.0,0.014294083067623406,0.7983920131009594,0.25,0.05,0.65,0,789,False,10.0,-0.7983920131009594
320,10.0,0.074930659440828,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
321,11.0,0.0811546697933844,0.6656409607995435,0.25,0.05,0.65,0,789,False,10.0,-0.6656409607995435
322,12.0,0.08273368031453682,-0.22610624590204786,0.25,0.05,0.65,0,789,True,10.0,0.22610624590204786
323,0.0,0.00448318614422423,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
324,1.0,0.0662840103490033,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
325,2.0,0.018432951170987463,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
326,3.0,0.0687342784464412,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
327,0.0,0.07439202339009138,-0.5621869196005187,0.25,0.05,0.65,0,789,True,10.0,0.5621869196005187
328,1.0,-0.18498221067984524,0.6011519004435724,0.25,0.05,0.65,0,789,False,10.0,-0.6011519004435724
329,2.0,0.06753728171638357,1.0,0.25,0.05,0.65,0,789,False,10.0,-1.0
330,3.0,0.015776172390485732,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
331,4.0,0.07422471234054571,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
332,5.0,0.07645255689469206,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
333,6.0,-0.06050064638508176,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
334,7.0,0.07232570001856342,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
335,8.0,0.06891253106873257,-0.8770037472808501,0.25,0.05,0.65,0,789,True,10.0,0.8770037472808501
336,9.0,0.06684378118611806,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
337,10.0,0.07329286074426919,-1.0,0.25,0.05,0.65,0,789,True,10.0,1.0
338,0.0,0.07879261944273301,-1.0,0.25,0.05,0.65,0,789,False,10.0,1.0
